"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X230","2019-09-23 00:00:00","29.000","351.000","2.000","22.400","0.830","1012.200","","0.000","-99.000","-99.000","-99.000","29.600","","22.400",""
"C0B010","2019-09-23 00:00:00","38.000","226.000","0.700","21.700","0.940","1009.400","","0.000","-99.000","-99.000","-99.000","26.300","","20.600",""
"C1R340","2019-09-23 00:00:00","230.000","-99.000","-99.000","-99.000","0.990","-99.000","","50.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X170","2019-09-23 00:00:00","50.000","41.000","0.900","23.600","0.850","1007.500","","0.000","-99.000","-99.000","-99.000","31.200","","23.600",""
"C0K291","2019-09-23 00:00:00","8.000","360.000","3.300","24.400","0.680","1013.600","","0.000","-99.000","-99.000","-99.000","28.400","","23.500",""
"C0D480","2019-09-23 00:00:00","223.000","0.000","0.000","20.200","0.940","989.700","","0.000","-99.000","-99.000","-99.000","26.000","","18.100",""
"C0F0C0","2019-09-23 00:00:00","983.000","0.000","0.000","19.000","0.760","905.800","","0.500","-99.000","-99.000","-99.000","24.200","","16.200",""
"C0U860","2019-09-23 00:00:00","5.000","0.000","0.100","24.100","0.730","1015.600","","0.000","-99.000","-99.000","-99.000","28.400","","24.000",""
"C0UA50","2019-09-23 00:00:00","808.000","313.000","2.600","17.100","0.990","925.800","","0.000","-99.000","-99.000","-99.000","25.000","","16.600",""
"C0T960","2019-09-23 00:00:00","120.000","0.000","0.000","21.100","0.990","1002.700","","9.500","-99.000","-99.000","-99.000","24.100","","21.000",""
"C0SA80","2019-09-23 00:00:00","136.000","33.000","0.700","22.600","0.990","999.600","","59.000","-99.000","-99.000","-99.000","25.100","","22.600",""
"C0E780","2019-09-23 00:00:00","160.000","266.000","0.300","22.200","0.750","996.400","","0.000","-99.000","-99.000","-99.000","28.600","","19.700",""
"C0F9Q0","2019-09-23 00:00:00","149.000","27.000","4.700","23.700","0.680","996.400","","0.000","-99.000","-99.000","-99.000","29.100","","22.100",""
"C0F9X0","2019-09-23 00:00:00","166.000","44.000","2.500","22.900","0.700","996.000","","0.000","-99.000","-99.000","-99.000","28.100","","22.500",""
"C0S730","2019-09-23 00:00:00","110.000","40.000","8.400","22.500","0.980","1002.100","","11.500","-99.000","-99.000","-99.000","25.500","","22.300",""
"C0T790","2019-09-23 00:00:00","2830.000","0.000","0.100","9.100","0.990","729.000","","0.500","-99.000","-99.000","-99.000","14.700","","8.900",""
"C0M830","2019-09-23 00:00:00","540.000","0.000","0.000","20.800","0.990","955.000","","0.000","-99.000","-99.000","-99.000","27.400","","20.500",""
"C0V750","2019-09-23 00:00:00","50.000","355.000","1.100","25.500","0.780","1009.100","","0.000","-99.000","-99.000","-99.000","31.300","","24.300",""
"C0K530","2019-09-23 00:00:00","12.000","22.000","4.100","25.100","0.630","1013.000","","0.000","-99.000","-99.000","-99.000","28.300","","22.800",""
"C0G850","2019-09-23 00:00:00","62.000","354.000","1.000","24.600","0.800","1006.200","","0.000","-99.000","-99.000","-99.000","31.500","","24.100",""
"C0M780","2019-09-23 00:00:00","30.000","21.000","1.300","22.900","0.790","1011.000","","0.000","-99.000","-99.000","-99.000","31.200","","22.900",""
"C0V360","2019-09-23 00:00:00","94.000","0.000","0.000","22.100","0.930","1003.100","","0.000","-99.000","-99.000","-99.000","32.700","","21.600",""
"C0K510","2019-09-23 00:00:00","10.000","1.000","2.100","23.400","0.690","1012.300","","0.000","-99.000","-99.000","-99.000","29.900","","23.100",""
"C0D650","2019-09-23 00:00:00","97.000","87.000","1.400","23.100","0.740","1004.800","","0.000","-99.000","-99.000","-99.000","27.100","","21.300",""
"C0V630","2019-09-23 00:00:00","19.000","331.000","0.800","25.100","0.720","1013.800","","0.000","-99.000","-99.000","-99.000","28.900","","24.300",""
"C0U910","2019-09-23 00:00:00","17.000","304.000","1.600","24.200","0.660","1014.000","","0.000","-99.000","-99.000","-99.000","28.100","","22.700",""
"C0U600","2019-09-23 00:00:00","10.000","341.000","0.700","23.300","0.780","1014.600","","0.000","-99.000","-99.000","-99.000","28.900","","23.200",""
"C0G820","2019-09-23 00:00:00","29.000","0.000","0.200","22.700","0.790","1010.100","","0.000","-99.000","-99.000","-99.000","31.400","","22.500",""
"C0R590","2019-09-23 00:00:00","72.000","4.000","1.600","25.100","0.830","1005.400","","0.000","-99.000","-99.000","-99.000","31.000","","23.500",""
"C0A9E0","2019-09-23 00:00:00","26.000","0.000","0.000","22.400","0.810","1013.500","","0.000","-99.000","-99.000","-99.000","27.300","","20.700",""
"C0R480","2019-09-23 00:00:00","57.000","0.000","0.000","25.600","0.770","1007.200","","0.000","-99.000","-99.000","-99.000","31.800","","23.600",""
"C0X300","2019-09-23 00:00:00","70.000","0.000","0.000","21.700","0.950","1006.000","","0.000","-99.000","-99.000","-99.000","30.900","","21.700",""
"C0U970","2019-09-23 00:00:00","7.000","0.000","0.000","24.000","0.700","1016.100","","0.000","-99.000","-99.000","-99.000","29.300","","24.000",""
"C0M750","2019-09-23 00:00:00","10.000","17.000","2.500","24.500","0.680","1012.900","","0.000","-99.000","-99.000","-99.000","28.800","","23.600",""
"C0I110","2019-09-23 00:00:00","161.000","0.000","0.000","23.700","0.810","996.200","","0.000","-99.000","-99.000","-99.000","30.400","","22.800",""
"C0V370","2019-09-23 00:00:00","74.000","157.000","0.300","22.300","0.970","1005.900","","0.000","-99.000","-99.000","-99.000","31.600","","21.700",""
"C0C690","2019-09-23 00:00:00","242.000","100.000","0.900","22.100","0.710","988.400","","0.000","-99.000","-99.000","-99.000","25.600","","19.700",""
"C0A540","2019-09-23 00:00:00","401.000","0.000","0.000","19.200","0.960","969.500","","0.000","-99.000","-99.000","-99.000","22.900","","17.100",""
"C0O960","2019-09-23 00:00:00","112.000","359.000","1.200","22.400","0.880","1001.000","","0.000","-99.000","-99.000","-99.000","30.200","","21.900",""
"C0AH10","2019-09-23 00:00:00","30.000","159.000","1.200","23.100","0.800","1011.700","","0.000","-99.000","-99.000","-99.000","27.300","","21.800",""
"C0R680","2019-09-23 00:00:00","13.000","35.000","1.000","23.400","-99.000","1013.400","","106.500","-99.000","-99.000","-99.000","26.000","","22.000",""
"C0X210","2019-09-23 00:00:00","38.000","15.000","1.200","23.300","0.850","1008.100","","0.000","-99.000","-99.000","-99.000","30.900","","23.300",""
"C0D430","2019-09-23 00:00:00","87.000","0.000","0.000","22.400","0.800","1004.600","","0.000","-99.000","-99.000","-99.000","27.800","","19.900",""
"C0AD30","2019-09-23 00:00:00","20.000","0.000","0.000","23.400","0.750","1011.700","","0.000","-99.000","-99.000","-99.000","28.000","","21.600",""
"C0R240","2019-09-23 00:00:00","87.000","27.000","0.600","24.100","0.990","1003.700","","0.000","-99.000","-99.000","-99.000","28.700","","22.900",""
"C0AI30","2019-09-23 00:00:00","26.000","154.000","0.700","22.900","0.840","1013.800","","0.000","-99.000","-99.000","-99.000","26.900","","21.300",""
"C0U960","2019-09-23 00:00:00","1885.000","27.000","4.500","10.200","0.990","816.600","","4.000","-99.000","-99.000","-99.000","17.900","","9.900",""
"C0T9E0","2019-09-23 00:00:00","415.000","254.000","0.300","19.000","0.960","970.200","","11.000","-99.000","-99.000","-99.000","22.100","","19.000",""
"C0D550","2019-09-23 00:00:00","1956.000","0.000","0.000","10.300","0.920","813.300","","2.000","-99.000","-99.000","-99.000","16.600","","9.600",""
"C0C630","2019-09-23 00:00:00","209.000","133.000","0.900","22.000","0.730","992.300","","0.000","-99.000","-99.000","-99.000","25.800","","20.700",""
"C0I380","2019-09-23 00:00:00","258.000","0.000","0.000","22.600","0.970","984.000","","0.000","-99.000","-99.000","-99.000","31.600","","21.900",""
"C0Z020","2019-09-23 00:00:00","211.000","36.000","3.500","21.000","0.990","991.200","","3.500","-99.000","-99.000","-99.000","24.600","","21.000",""
"C0Z190","2019-09-23 00:00:00","62.000","271.000","0.900","21.500","0.990","1008.200","","9.500","-99.000","-99.000","-99.000","24.100","","21.500",""
"C0X130","2019-09-23 00:00:00","27.000","348.000","1.900","24.300","0.930","1010.800","","0.000","-99.000","-99.000","-99.000","31.600","","23.900",""
"C0V800","2019-09-23 00:00:00","256.000","242.000","0.500","23.900","0.890","983.100","","0.000","-99.000","-99.000","-99.000","30.700","","22.900",""
"C0K410","2019-09-23 00:00:00","20.000","7.000","2.700","23.600","0.690","1011.000","","0.000","-99.000","-99.000","-99.000","30.800","","23.500",""
"C0F000","2019-09-23 00:00:00","273.000","26.000","2.800","23.000","0.690","981.500","","0.000","8.000","23.000","","28.000","","21.800",""
"C0W150","2019-09-23 00:00:00","42.000","67.000","2.400","26.900","0.610","1011.600","","0.000","-99.000","-99.000","-99.000","31.300","","24.600",""
"C0AH90","2019-09-23 00:00:00","660.000","0.000","0.100","18.200","0.930","944.900","","0.000","-99.000","-99.000","-99.000","26.200","","16.000",""
"C0F9K0","2019-09-23 00:00:00","30.000","25.000","1.700","23.600","0.720","1009.300","","0.000","-99.000","-99.000","-99.000","28.000","","23.200",""
"C0H990","2019-09-23 00:00:00","3076.000","213.000","3.700","7.400","0.990","707.700","","2.000","-99.000","-99.000","-99.000","10.700","","7.300",""
"C0V260","2019-09-23 00:00:00","126.000","82.000","1.100","24.500","0.870","999.800","","0.000","-99.000","-99.000","-99.000","33.600","","23.400",""
"C0S970","2019-09-23 00:00:00","19.000","10.000","1.100","23.300","0.950","1013.000","","33.000","-99.000","-99.000","-99.000","27.100","","23.300",""
"C0U940","2019-09-23 00:00:00","25.000","243.000","1.100","22.700","0.740","1014.000","","0.000","-99.000","-99.000","-99.000","30.600","","21.800",""
"C0A860","2019-09-23 00:00:00","362.000","352.000","1.300","21.100","0.870","974.700","","0.000","-99.000","-99.000","-99.000","24.000","","19.600",""
"C0I480","2019-09-23 00:00:00","2165.000","0.000","0.000","12.700","0.990","790.600","","2.000","-99.000","-99.000","-99.000","17.200","","12.300",""
"CM0150","2019-09-23 00:00:00","11.000","360.000","0.800","22.700","0.900","1014.100","","44.500","-99.000","-99.000","-99.000","27.400","","22.700",""
"C0X080","2019-09-23 00:00:00","2.000","0.000","0.000","22.800","0.870","1013.700","","0.000","-99.000","-99.000","-99.000","31.500","","22.500",""
"C0AH00","2019-09-23 00:00:00","38.000","0.000","0.000","21.800","0.970","1011.400","","0.000","-99.000","-99.000","-99.000","26.500","","20.400",""
"C0V700","2019-09-23 00:00:00","24.000","19.000","0.600","26.500","0.690","1010.200","","0.000","-99.000","-99.000","-99.000","30.000","","24.800",""
"C0AD00","2019-09-23 00:00:00","86.000","68.000","0.900","24.800","0.740","1006.500","","0.000","-99.000","-99.000","-99.000","27.400","","21.500",""
"C0O900","2019-09-23 00:00:00","9.000","351.000","1.800","23.300","0.890","1013.200","","0.000","-99.000","-99.000","-99.000","31.100","","23.300",""
"C0R570","2019-09-23 00:00:00","37.000","16.000","0.700","25.900","0.770","1008.700","","0.000","-99.000","-99.000","-99.000","31.800","","24.000",""
"C0AG90","2019-09-23 00:00:00","25.000","0.000","0.000","21.800","0.870","1014.000","","0.000","-99.000","-99.000","-99.000","27.700","","20.400",""
"C0V760","2019-09-23 00:00:00","30.000","65.000","1.000","25.400","0.750","1011.000","","0.000","-99.000","-99.000","-99.000","31.400","","24.300",""
"C0T9I0","2019-09-23 00:00:00","152.000","227.000","1.200","20.900","0.940","999.900","","15.000","-99.000","-99.000","-99.000","24.900","","20.900",""
"C0O980","2019-09-23 00:00:00","18.000","358.000","1.000","23.500","0.820","1012.900","","0.000","-99.000","-99.000","-99.000","31.700","","23.100",""
"C0R270","2019-09-23 00:00:00","51.000","39.000","1.300","23.700","0.890","1007.100","","0.000","-99.000","-99.000","-99.000","28.300","","23.700",""
"C0T9H0","2019-09-23 00:00:00","725.000","350.000","3.500","17.600","0.990","935.800","","18.000","-99.000","-99.000","-99.000","21.800","","17.600",""
"C0A660","2019-09-23 00:00:00","97.000","0.000","0.000","20.900","0.990","1004.300","","0.500","-99.000","-99.000","-99.000","25.600","","19.200",""
"C0A890","2019-09-23 00:00:00","40.000","0.000","0.000","21.700","0.900","1010.800","","0.000","-99.000","-99.000","-99.000","26.900","","19.300",""
"C0O840","2019-09-23 00:00:00","134.000","132.000","0.300","22.000","1.000","997.000","","0.000","-99.000","-99.000","-99.000","30.100","","22.000",""
"C0R530","2019-09-23 00:00:00","16.000","16.000","0.700","25.900","0.670","1011.800","","0.000","-99.000","-99.000","-99.000","29.000","","24.000",""
"C0G870","2019-09-23 00:00:00","12.000","23.000","2.000","24.700","0.640","1013.800","","0.000","-99.000","-99.000","-99.000","29.900","","21.700",""
"C0M820","2019-09-23 00:00:00","980.000","0.000","0.000","19.400","0.900","907.400","","0.000","-99.000","-99.000","-99.000","23.200","","18.200",""
"C0F9S0","2019-09-23 00:00:00","43.000","4.000","1.600","24.300","0.610","1009.400","","0.000","-99.000","-99.000","-99.000","30.400","","23.300",""
"C0R160","2019-09-23 00:00:00","45.000","328.000","0.600","25.000","0.990","1008.000","","0.000","-99.000","-99.000","-99.000","31.400","","23.300",""
"C0A950","2019-09-23 00:00:00","60.000","349.000","6.900","24.800","0.680","1009.000","","0.000","-99.000","-99.000","-99.000","26.100","","24.100",""
"C0F9L0","2019-09-23 00:00:00","253.000","52.000","1.400","23.000","0.690","985.300","","0.000","-99.000","-99.000","-99.000","27.900","","22.600",""
"C0R550","2019-09-23 00:00:00","38.000","196.000","1.100","25.600","0.910","1010.200","","0.000","-99.000","-99.000","-99.000","29.000","","23.900",""
"C0V530","2019-09-23 00:00:00","34.000","25.000","1.200","23.900","0.990","1009.500","","0.000","-99.000","-99.000","-99.000","31.200","","23.200",""
"C0F9U0","2019-09-23 00:00:00","74.000","51.000","1.800","25.400","0.560","1005.800","","0.000","-99.000","-99.000","-99.000","30.700","","23.900",""
"C0V680","2019-09-23 00:00:00","40.000","19.000","0.300","25.400","0.740","1009.200","","0.000","-99.000","-99.000","-99.000","31.100","","23.900",""
"C0Z290","2019-09-23 00:00:00","946.000","0.000","0.000","17.400","1.000","911.700","","9.000","-99.000","-99.000","-99.000","19.900","","17.400",""
"CM0120","2019-09-23 00:00:00","4.000","45.000","4.600","25.700","0.610","1013.800","","0.000","-99.000","-99.000","-99.000","28.700","","23.200",""
"C0G760","2019-09-23 00:00:00","53.000","0.000","0.000","22.000","0.990","1010.400","","0.000","-99.000","-99.000","-99.000","30.800","","22.000",""
"C0K450","2019-09-23 00:00:00","35.000","346.000","1.100","23.200","0.790","1009.500","","0.000","-99.000","-99.000","-99.000","29.800","","22.800",""
"C0E820","2019-09-23 00:00:00","220.000","192.000","0.600","19.300","0.930","990.100","","0.000","-99.000","-99.000","-99.000","26.600","","19.100",""
"C0A530","2019-09-23 00:00:00","300.000","0.000","0.100","19.600","0.990","982.200","","0.000","-99.000","-99.000","-99.000","25.100","","17.800",""
"C0M520","2019-09-23 00:00:00","15.000","14.000","2.500","23.200","0.760","1012.000","","0.000","-99.000","-99.000","-99.000","29.800","","22.800",""
"C0K240","2019-09-23 00:00:00","1132.000","135.000","2.000","18.300","0.990","893.700","","0.000","-99.000","-99.000","-99.000","24.200","","16.300",""
"C0V210","2019-09-23 00:00:00","734.000","219.000","0.400","21.600","0.880","933.800","","0.000","-99.000","-99.000","-99.000","26.600","","20.300",""
"C0Z320","2019-09-23 00:00:00","646.000","0.000","0.000","18.800","1.000","943.600","","16.500","-99.000","-99.000","-99.000","21.100","","18.800",""
"C0R600","2019-09-23 00:00:00","766.000","99.000","0.400","22.000","0.930","929.100","","0.500","-99.000","-99.000","-99.000","24.400","","21.000",""
"C0C650","2019-09-23 00:00:00","208.000","0.000","0.000","20.300","0.800","992.000","","0.000","-99.000","-99.000","-99.000","24.500","","18.600",""
"C0F9I0","2019-09-23 00:00:00","194.000","26.000","1.000","22.900","0.700","992.000","","0.000","-99.000","-99.000","-99.000","27.800","","22.500",""
"C0T820","2019-09-23 00:00:00","550.000","114.000","0.800","20.200","0.810","957.000","","0.000","-99.000","-99.000","-99.000","24.000","","20.200",""
"C0S890","2019-09-23 00:00:00","238.000","4.000","1.300","21.800","0.970","991.500","","9.500","-99.000","-99.000","-99.000","25.200","","21.800",""
"C0G840","2019-09-23 00:00:00","32.000","0.000","0.100","21.800","0.870","1008.300","","0.000","-99.000","-99.000","-99.000","30.300","","21.700",""
"C0V710","2019-09-23 00:00:00","34.000","45.000","0.800","26.700","0.680","1009.700","","0.000","-99.000","-99.000","-99.000","30.300","","24.900",""
"C0X140","2019-09-23 00:00:00","17.000","351.000","0.400","24.300","0.800","1011.600","","0.000","-99.000","-99.000","-99.000","31.000","","24.200",""
"C0C680","2019-09-23 00:00:00","228.000","36.000","0.900","22.600","0.740","988.300","","0.000","-99.000","-99.000","-99.000","25.500","","20.200",""
"C0D360","2019-09-23 00:00:00","523.000","0.000","0.000","18.600","0.920","956.100","","0.000","-99.000","-99.000","-99.000","23.200","","17.900",""
"C0V400","2019-09-23 00:00:00","56.000","0.000","0.100","24.500","0.850","1006.800","","0.000","-99.000","-99.000","-99.000","30.500","","23.500",""
"C0UA40","2019-09-23 00:00:00","1121.000","19.000","0.500","14.800","0.990","892.800","","1.000","-99.000","-99.000","-99.000","20.900","","14.700",""
"C0G720","2019-09-23 00:00:00","50.000","6.000","1.100","23.100","0.720","1008.100","","0.000","-99.000","-99.000","-99.000","29.700","","23.000",""
"C0G890","2019-09-23 00:00:00","24.000","23.000","5.000","24.500","0.680","1011.400","","0.000","-99.000","-99.000","-99.000","28.700","","24.500",""
"C0I540","2019-09-23 00:00:00","3344.000","281.000","4.900","6.400","1.000","684.600","","-99.000","-99.000","-99.000","-99.000","9.600","","6.300",""
